id,title,text_self,description,agenda,reception,collaborations,publications,org_form,org_struct,legal_struct,finance,notes,website_urls,archive_repo,from_date,from_trunc,until_date,until_trunc,cantons,radval_1,radval_2,radval_3,radval_4,radval_5,radval_6,radval_7
266,Neue Galerie / Alte Druckerei [Bern],,,"«Ausstellungen und Events»
(Quelle: el/sda, ""12'000 Franken für 'Neue Galerie'"", in: Der Bund, 09.12.2008)","Begründung Jugendpreis Burgergemeinde Bern: «Die Burgergemeinde Bern verleiht den Hauptpreis von Fr. 12'000.- an das Projekt »Neue Galerie / Alte Druckerei«, von Sandino Scheidegger und Luca Müller, in Würdigung ihrer für Bern einzigartigen, mit grossem Ausstrahlungpotential verbundenen Initiative, jungen Kunstschaffenden originellen Ausstellungsraum zur Präsentation Ihrer Werke zur Verfügung zu stellen.»
(Quelle: https://www.bgbern.ch/burgergemeinde/foerderung/kulturfoerderung/jugendpreis/jugendpreis-subsite/preistraeger/fruehere-preistraeger, Zugriff vom 07.02.2019)",,,,,,"Erhielten 2008 den Hauptpreis des Jugendpreises der Burgergemeinde Bern über Fr. 12'000.
(Quelle: https://www.bgbern.ch/burgergemeinde/foerderung/kulturfoerderung/jugendpreis/jugendpreis-subsite/preistraeger/fruehere-preistraeger","Nach 2010 nomadisch, heute Random Institute.",,,2007-01-01,0,2010-01-01,0,BE,0,0,0,0,0,0,0
267,Musée Visionnaire. Art Brut und Outsider Art,"«Das Musée Visionnaire zwischen Hauptbahnhof, Universität und Kunsthaus bietet einen prominenten Raum für die Kunst von Aussenseitern: Outsider Art sprengt Grenzen, ist überwältigend, kennt keine Konventionen und ist manchmal schwer erträglich, fragil oder vergänglich. Die Öffentlichkeit soll dies nicht nur sehen, sondern an Kunst und Museum teilhaben. Das Musée Visionnaire bereichert das kulturelle Leben der Stadt Zürich mit vielfältigen Ausstellungen. Und dies nicht nur hinsichtlich der gezeigten Werke, sondern auch durch den experimentellen Charakter der Ausstellungsformate und das Streben nach einem Diskurs.

Der Name Musée Visionnaire bezieht sich zum einen auf den englischen Begriff der Visionary Art, der auf den bald bahnbrechenden, bald obsessiven Charakter der Kunst verweist, zum anderen auf das Bestreben, die Besuchenden aktiv in den Prozess der Kuration einzubinden und Werke zu entdecken, die sonst kaum im Museum zu finden sind. Die facettenreiche Struktur des Musée Visionnaire entspricht der Lebendigkeit und Dynamik von Outsider Art und inszeniert ihre vielfältigen Facetten in unterschiedlichen Ausstellungsformaten.
Die Besucher*innen erwarten hier temporäre und permanente Ausstellungen mit Werken von internationalen Grössen der Art Brut bis zu unbekannten Aussenseitern. Um die Öffentlichkeit in den Museumsbetrieb einzubinden, finden diverse Veranstaltungen statt, die Austausch und Kritik fördern. In Zusammenarbeit mit weiteren Künstler*innen, Sammler*innen und Institutionen streben wir danach, Outsider Art ebenso roh wie raffiniert einer breiten Öffentlichkeit schmackhaft zu machen.»
(Quelle: https://museevisionnaire.wordpress.com/ausstellungen/, Zugriff 9.7.2018)

«Das Musée Visionnaire zeigt in wechselnden Ausstellungen Werke von Künstler*innen, die sich nicht um Konventionen kümmern und frei von Einflüssen des Kunstbetriebs oder aktuellen Trends arbeiten. 
Dies erklärt die spontane Kraft und Originalität der Werke, welche mit unkonventionellen Reflektionen, Phantasien und ihrer eigenen Lebensgeschichte eng zusammenhängen. Wir begegnen Erinnerungen aus dem Leben ebenso wie Darstellungen emotional-seelischer Gefühle oder aber phantastischen Welten voller faszinierender Geschöpfe und Geschehnisse. Diese direkte, rohe Kunst trifft mitten ins Her und berührt uns tief, wenn sie ungefiltert auf uns wirken lassen.» 
(Quelle: [Anmerkung der Redaktion: Altes Mission Statement, der Webseite: https://museevisionnaire.wordpress.com])",,,,,,,,,"«Das Musée Visionnaire ist ein steuerbefreiter, non-profit Verein mit dem Ziel, sich als kulturelle Institution für Art Brut und Outsider Art in Zürich zu etablieren und einen Treffpunkt, neue Impulse, kulturellen Austausch und Horizonterweiterung zu bieten.

Mitglieder, Gönner und Spenden leisten einen wichtigen Teil der Drittmittel, ermöglichen es somit, dieses ambitionierte Ziel zu erreichen und die Vielfalt des kulturellen Angebots in Zürich zu erhalten. Sodann wirken sie als Botschafterinnen und Botschafter des Musée Visionnaire und tragen die Idee in die Welt hinaus. Es freut uns, auch Sie im Kreise der Supporter/innen zu begrüssen!»
(Quelle: https://museevisionnaire.wordpress.com/engagement/, Zugriff, 7.1.2019)",,https://museevisionnaire.wordpress.com,,2013-11-01,0,,0,ZH,0,0,0,0,0,0,0
268,-ION+,"«PROJEKTRAUM»
(Quelle: https://ionraum.tumblr.com/info, Zugriff vom 14.08.2019)",,,,,,Gruppe,,,,"ION war Teil der selbstorganisierten Zwischennutzung ""Zitrone""",http://ionraum.tumblr.com/,,2013-06-01,0,2014-08-01,0,ZH,1,4,1,1,1,1,2
269,Le Foyer,"«Die 2011 gegründete Gesprächs- und Ausstellungsplattform Le Foyer verfolgt ganz im Sinne des Begriffs «foyer» – er bezeichnet einen Vorraum oder eine Wandelhalle sowie einen Brennpunkt oder Fokus – eine dialogische Kunstvermittlung, die einen informellen, auf Gesprächen und Austausch basierenden Diskurs ermöglicht. Indem KünstlerInnen als Gesprächsthema ein Interesse oder eine Leidenschaft oder mit einem Gast ihrer Wahl vor Publikum diskutieren rücken die Nebenschauplätze künstlerischer Praxis in den Brennpunkt. Diese sind Grundlage der Gespräche, und auch Ausgangspunkt von Ausstellungsprojekten. Angelegt auf einer beweglichen und multifunktionalen architektonischen Struktur finden die Le Foyer-Talks gegenwärtig ein- bis zweimal monatlich im Kunstraum réunion im Zürcher Kreis 4 statt. Als Konzept ist das Gesprächsformat aber grundsätzlich mobil, örtlich ungebunden und an Kollaborationen interessiert.»
(Quelle: http://www.lefoyer-lefoyer.blogspot.ch, Zugriff 13.07.2018)

«Le Foyer ist ein dialogisches Gesprächsformat, das die Nebenschauplätze der künstlerischen Tätigkeit in den Brennpunkt rückt. Die eingeladenen Künstlerinnen und Künstler sind aufgefordert, das Gesprächsthema entlang einer Leidenschaft selbst zu setzten. Im Dialog mit einem ausgesuchten Gesprächspartner und dem Publikum erläutern sie die Faszination für einen Schriftsteller, eine Philosophin, einen Musiker, ein Buch oder eine Freizeitbeschäftigung. Dabei entsteht und zirkuliert Information und der Zugang zur künstlerischen Arbeit wird erweitert. Zugleich wächst auf dem Blog eine Art des Interessen-Mappings, das auf die Quellen der heute oft referenziellen künstlerischen Strategien verweist und Überschneidungen und Differenzen visualisiert. Angelegt auf einer beweglichen und multifunktionalen architektonischen Struktur finden die Le Foyer-Talks gegenwärtig ein- bis zweimal monatlich im Kunstraum réunion im Zürcher Kreis 4 statt. Als Konzept ist das Gesprächsformat aber grundsätzlich mobil, örtlich ungebunden und an Kollaborationen interessiert.»
(Quelle: https://swisslisting.com/lefoyer, Zugriff 4.10.2018)",,,,,,,,,,"Von 2013 bis 2017 waren sie Gast bei Réunion Zürich, jeweils 1 bis 2mal im Monat. Folgeprojekt: Le Foyer in process","http://www.lefoyer-lefoyer.blogspot.ch
http://www.lefoyer-lefoyer.ch",,2013-01-01,0,2017-01-01,0,ZH,0,0,0,0,0,0,0
270,DIE DIELE,"Über DIE DIELE
DIE DIELE ist ein unabhängiger, nicht-profitorientierter Kunstraum – wenn auch nicht Räume im klassischen Sinn bespielt werden, sondern zwei Schaufenster an der Sihlhallenstrasse. Das Kuratorenduo Livio Baumgartner und Sandro Fiechter, welche beide auch als Künstler tätig sind, trifft seine Auswahl intuitiv und kuratiert die verschiedenen Ausstellungen auf eine pragmatische Art, meist unter einem bestimmten Thema und ohne konzeptuellen oder theoretischen Überbau.

DIE DIELE funktioniert als offenes Gefäss, das den geladenen KünstlerInnen Platz für Experimente bietet. Sie erhalten Carte-Blanche, sind somit frei in der Entscheidung, was sie in den Vitrinen zeigen werden. Der zur Verfügung stehende Platz und die Ausstellungssituation bringen bereits natürliche Limitationen mit sich, die in den Vorbereitungen miteinbezogen werden müssen. Es entsteht ortsspezifische Kunst par excellence, wo die Künstler:innen beinahe gezwungen sind, neue Wege zu beschreiten oder von angestammten Präsentationsformen abzuweichen und Neues auszuprobieren. Die direkte Einsicht von der Strasse her und die 24-stündige Sichtbarkeit der Werke unterstreichen die angestrebte Offenheit des Kunstraumes.

DIE DIELE will mit seinem Programm eine Balance finden zwischen etablierten KünstlerInnen, Neuentdeckungen und solchen, die länger nicht mehr in einer Ausstellung zu sehen waren. Durch Ausstellungsreihen wie Mesh-Voltage (KünstlerIn wählt den/die nächste/n KünstlerIn aus) oder Trabant (DIE DIELE lädt andere Kunsträume ein), geben die Kuratoren die Entscheidung darüber, was gezeigt wird, aus der Hand. Damit können überraschende Entdeckungen gemacht, oder noch Unbekanntes gezeigt werden, ohne sich den immer gleichen Netzwerken zu bedienen. Der Entscheid gegen die klare Zugehörigkeit zu einer Kunstszene oder einem zeitgenössischen Trend ist Programm; beabsichtigt ist ein breiter, nicht elitärer Kunstkontext und sich immer die Freiheit im Kuratieren zu wahren. Als nicht-profitorientierter Off-Space ist DIE DIELE nicht interessiert an Verkäufen.
(Quelle: http://diediele.ch/)",,,,,,Einfrau/Einmann-Projekt,,,,,http://diediele.ch/,"- Einladungskarten, Plakate und Ausstellungstexte (2012-2016) digital vorliegend (Privatarchiv Livio Baumgartner)
- Interview mit Livio Baumgartner, 18.08.2016 / SME",2009-01-01,0,,0,ZH,1,4,1,2,1,1,2
271,raum f,"Ab August 1987 versammelt sich im raum f die Zürcher Szene um M. Vänçi Stirnemann und Fritz Franz Vogel zu einem monatlichen Event (a' battery a'': Start am 14.03.1987 mit 'l' état general: fantomas', Ende am 20.12.1989 mit 'polonaise der wendehälse')
(Quelle:Fritz Franz Vogel, „’I am a network’. Die Berner Performance-Szene: Vom ‚Studio am Montag’ zur global vernetzten Wahlverwandtschaft“, online, 2000 (http://www.fritzfranzvogel.ch/public/performance.pdf, Zugriff vom 09.07.2018)","«Forum und Verlag für Fotografie und Performance Zürich»
(Quelle: http://www.fritzfranzvogel.ch/public/hisstory.pdf, Zugriff vom 09.07.2018)","Die Ausstellung von Fritz Franz Vogel «Fick und Fertig. Eine pornofotgrafisches Panoptikum zum visuelle Verzehr» 1993 bildete den Abschluss, da danach der raum f als fotografischer ausstellungs- und denkort aufgegeben wurde und «die flüchtigkeit der ausstellung weicht der etwas grösseren halbwertszeit von buchpublikationen».
(Quelle: http://www.fritzfranzvogel.ch/public/hisstory.pdf, Zugriff vom 09.07.2018)",,"'Fick und Fertig' war Teil innerhalb der von Sascha Serfoezoe kompilierten Ausstellung 'More pricks than kicks' im Palais Xtra
(Quelle: ttp://www.fritzfranzvogel.ch/public/hisstory.pdf, Zugriff vom 09.07.2018)",,,,,,"Zwischen 1992–2013 widmete sich Firtz Franz Vogel in Wädenswil ""nur Buchproduktionen und Ausstellungskonzepte[n], keine Ausstellungen vor Ort"". Seit 2014 betreibt er in Diessenhofen die Ehemalige Tigerfinklifabrik.
(Quelle: Retourniertes Factsheet Aufruf, Fritz Franz Vogel, 15.01.2018 [online submission])",,"Archivmaterial, Unterlagen, Editionen sind gesammelt bei Fritz Franz Vogel.",1985-01-01,0,1992-01-01,0,ZH,0,0,0,0,0,0,0
272,Konsumbäckerei,"«KUNST & KIOSK Konsumbäckerei bietet: 
Künstlerinnen und Künstler aus der ganzen Schweiz eine Präsentationsmöglichkeit ihres Schaffens.
'ehemaligen' Solothurner Künstlerinnen und Künstlern ein Forum in ihrem ursprünglichen Umfeld. 
dem Publikum der Region Solothurn einen Ort der Auseinandersetzung mit aktueller, junger Schweizer Kunst.»
(Quelle: Infoblatt, 1994, Privatarchiv Christoph Lichtin)","«Der Ausstellungsraum hat eine Fläche von 200m2 und befindet sich im Dachgeschoss einer ehemaligen Grossbäckerei»
(Quelle: Infoblatt, 1994, Privatarchiv Christoph Lichtin)",,"«Was den Aargauern der Kunstraum Aarau, den Neuenburgern das CAN (Centre d’art contemporain) ist den Solothurnern die Konsumbäckerei: Ein Ort experimenteller, oft provokativer, zuweilen auch ironischer Kunst.»
(Quelle: Annelise Zwez, „Rutishauser/Kuhn in der Konsumbäckerei Solothurn. Sprache als Form und Provokation“, in: Bieler Tagblatt, 6.07.2000)


Im Kontext der Besprechung von Chambresvilles meint Zwez, dass Künstler sich nicht mehr wohl fühlen in den klassischen Institutionen, sondern vielmehr 'Freiräume' denn Werke ausstellen wollen. Die Bedeutung dieser Räume sind insbesondere durch die Mittelmeer-Ausstellung im Kunsthaus hervorgehoben worden. Die Ausstellung wird in ihrerer «gedankentiefe» und Bedeutung mit einer «Kunsthalle»-Ausstellung verglichen. Das Oberthema der Ausstellung umfasst dann Räume als statischer, sozialer, gesellschaftlicher Ort im Innern wie im Aeussern, das in den letzten Jahren vermehrt zum Hauptthema von Kunstschaffenden geworden sei. (Annelise Zwez, «Konsumbäckerei Solothurn: Künstler schaffen Denk- u Körperräume», in: o.A. 1999)

«Sie vermuten richtig. In der Konsumbäckerei werden längst keine wirklichen Brötchen mehr gebacken, dafür virtuelle. Seit 1993 zeigt und verkauft ein praktisch wie auch theoretisch orientiertes Sechser-Team junge Kunst. Wichtig: der integrierte Mini-Museumsshop.»
(Quelle: Michelle Nicol: «Vo Lozärn gäge Wäggis zue. Reiseführer durch 104 
zeitgenössische Kunsträume der Schweiz». In: Freie Sicht aufs Mittelmeer, Kat. Ausst. Zürich: Kunsthaus Zürich, 1998, S. 107).",,,,,,"«Finanziert wird der Betrieb durch Verkäufe und Spenden. Die Betriebsgruppe arbeitet ohne Entgelt»
(Quelle: Infoblatt, 1994, Privatarchiv Christoph Lichtin)","Projekt war anfangs von Mai bis Ende Jahr versuchsweise aufgesetzt. 

""Alpha Räume"", die Arbeit von Hannah Külling während der Ausstellung ""Chambresville"" (29.5.- 4.7.1999), ist auf der Webpage der Künstlerin dokumentiert
(Quelle: https://www.hannahkuelling.com/installationen/alpha-räume-1999/, Zugriff vom 23.04.2018)",,"Privatarchiv Christoph Lichtin, Luzern (Presseartikel, Korrespondenz, Verkaufslisten, Protokolle)
Kontaktsummary Christoph Lichtin, 13.09.2017 / GF
Kontaktsummary Christoph Lichtin, 21.09.2017 / GF",1993-01-01,0,2001-01-01,0,SO,0,3,2,2,2,2,2
273,Kunstverein Zürich,"«Wir eröffnen ein «chambre modulable» für Film, zeitgenössische Kunst, Literatur, Musik, Design und Nachbarschaftsprojekte. Die Institution befindet sich im Kreis 4 der Zwinglistadt und ist eine Initiative des temporären Kunstvereins Zürich.» (2010, http://www.kunstvereinzuerich.ch/?agenda=2010,11#, Zugriff vom 06.02.2019).

«Unser Kunstverein ist 2010 in Zürich geboren. Wir realisieren Projekte in der Zeitgenössischen Kunst, Film und Architektur. Wir arbeiten mit temporären Ausstellungsorten.» (http://www.kunstvereinzuerich.ch/content/10, Zugriff vom 06.02.2019)",,,,,,,,,,,http://www.kunstvereinzuerich.ch,,2010-08-01,0,,0,ZH,0,0,0,0,0,0,0
274,ES 16 Off-Space,,,,,,,,,,,"Nach dem ES 16 Off-Space betreibt Adrian Ehrat den Offspace EIS, ZWOI, DRÜ",,,2014-01-01,0,2014-01-01,0,ZH,0,0,0,0,0,0,0
275,Bildraum,,"Der Ausstellungsraum Bildraum befand sich in einem kleinen, zweigeschossigen Gebäude. Im Obergeschoss wurden die Räume als Ateliers genutzt. Im Parterre befanden sich drei Räume für Ausstellungen.",,"«Bildraum ermöglichte es jüngeren und nicht arrivierten Künstlerinnen vorwiegend aus dem Raum Zürich, in einem nichtkommerziellen Rahmen ihre Arbeiten zu zeigen. Etwa im selben Umfang wie Einzelausstellungen wurden themati­sche Gruppenausstellungen oder thematische Reihen auch mit internationalen Künstlern organisiert. Die Einzelausstellungen wie auch die thematischen Grup­penausstellungen hatten meistens einen einmaligen, auf die Räume orientier­ten lnstallationscharakter. ln den 4 Jahren wurden insgesamt 38 Ausstellungen durchgeführt. Die Ausstellungen wurden teilweise mit Katalogen, Texten, Lesungen und Dokumentationen ergänzt. 1996/97 wurden die Ausstellungsräume einer grösseren und jüngeren Gruppe von Absolventen der Schule für Gestal­tung (Fotoklasse, Zeichenlehrer) und Kunsthistorikern weitergegeben. Diese führten den Betrieb 1997-1999 unter dem Namen: Hotel.
Bildraum existiert seit 1996 als experimentelle Website www.bildraum.ch weiter. Sie besteht ausschliesslich aus gezeichneten, virtuellen Räumen, in denen der Besucher mit visuellen Spielen verweilen kann und sich schliesslich im Wirr­warr der Gänge und Räume verirrt. Mario Leimbacher erhielt für die Website 2001 den Viper-Award für Internet.
(Quelle: Raum für Räume. Interlokal – eine Ausstellung in der Shedhalle Zürich, hg. und kuratiert von Nüesch, Susanna, Roth, Barbara und Senn, Martin, Ausst.-Kat. Zürich: Shedhalle, 2005, S. 136)»",,,Team,"«Die Organisation und Betreuung der Ausstellungen wurde von uns als Team und unter Mithilfe der KünstlerInnen gemacht.»
(Quelle: http://www.bildraum.ch/texte/inhalt.htm, Zugriff vom 06.02.2018)",,"«Der Betrieb funktionierte ohne Subventionen, wie auch ohne Lohnentschädigungen. Das Defizit des Ausstellungsbetriebes konnte einerseits durch einzelne Werkverkäufe und andererseits durch die Mitgliederbeiträge des dazu gegründeten Vereins Bildraum getragen werden.»
(Quelle: http://www.bildraum.ch/texte/inhalt.htm, Zugriff vom 06.02.2018)","Die Räume wurden 1996 an eine andere Gruppe übergeben, die den Raum unter dem Namen HOTEL weiterführte.","http://www.bildraum.ch
http://www.bildraum.ch/texte/inhalt.htm
http://www.bildraum.ch/expo/startnet.htm",,1992-01-01,0,,0,ZH,3,4,3,2,1,1,1
276,Fondation Krösus / Sammlung Häuser und Wir,"«Die Sammlung besteht seit Anfang der 90er Jahre und hat unter verschiedenen Namen Aktionen, Ausstellungen und Festivals organisiert. Ein erster öffentlicher Auftritt hatte die Sammlung unter dem Namen «Bastelkollektiv» mit grossflächigen Wandmalereien und Installationen im Jahr 1993 im Wohlgrothareal. Im Herbst 1995 veranstaltete die Gruppe unter dem Namen «Eurokot» das 1. Symposium für interaktives Recycling in der Escherwyss-Unterführung, 1996 fand in Jekaterinenburg (GUS) das 2. Symposium statt. Ebenfalls im Ausland wurde 1997 in Genua (I) der Salon Addeso an der Via Buranellon 119 eröffnet, und 1998 in Kopenhagen (DK) an der Valdermarsgade 52A weitergeführt. Seit 1999 hat die Gruppe ihren Sitz wieder in Zürich und hat dort bei verschiedenen freien Kulturintiativen wichtige Impulse gesetzt; der Glacegarten 1999 und das besetzte Egocity im Jahr 2001 sind nur einige unserer Projekte die das Zürcher Kulturleben nachhaltig prägten. So wurde Im Jahre 2002 das lehrstehende Cabaret Voltaire besetzt und darin die ersten Dadafestwochen durchgeführt, ein Jahr später fanden die 2. Festwochen in der Sihlpapierfabrik statt.
Die 3. Dadafestwochen «Zurück zum Klo» wurden von der Gruppe in ihrer jetzigen Zusammensetzung im Februar 2004 organisiert und durchgeführt. Zurzeit betreibt die Gruppe einen Salon an der Schöneggstr. 5 in Zuerich.»
(Quelle: Flyer cart, Off-Space Rende-vous #1, 12-15.11.2004 [2004_CH_cart_Off-Space_Rendez-vous#1])",,,,,,,,,,,,,1990-01-01,0,1990-01-01,0,ZH,0,0,0,0,0,0,0
277,Kunstraum Walcheturm,"«kleine, unkomplizierte Institution»
(Quelle: http://walcheturm.ch/info.php?viewdetail=17, Zugriff vom 19.01.2019)

Kunstraum Walcheturm
«Der Kunstraum Walcheturm versteht sich als Ort, wo zeitgenössische Kunst präsentiert, vermittelt und zur Diskussion gestellt wird. In seiner Form unvergleichbar steht der Walcheturm mit seinem Programm, das zeitgenössische Kunst, neue Medien, Video und Film, neue Musik, experimentelle elektronische Musik, Performance und Sound Art umspannt, zwischen Kunsthallen, Galerien und offspaces und bietet nationalen wie internationalen Kunstschaffenden und dem ebenso differenzierten Publikum ein anspruchsvolles Experimentierfeld.
Gezielt werden im Kunstraum Initiativen im Bereich der digitalen Medien vorgestellt und damit Schnittstellen zwischen den verschiedenen Ausdrucksformen gebildet. 
Der Kunstraum Walcheturm lotet zeitgenössische Strömungen innerhalb der Schweizer Kunstszene aus und führt Künstler/innen aus der Schweiz mit Künstler:innen aus anderen Ländern zusammen. Dank seiner internationalen Verbindung zu Kunstinstitutionen, Projekten und Netzwerken ähnlicher Ausrichtung, mit Workshops, Diskussionsveranstaltungen und dem virtuellen Archiv fördert der Walcheturm die bedeutsame und anspruchsvolle Vermittlung neuer Kunstformen und den Dialog mit der Öffentlichkeit. 
Der Kunstraum Walcheturm ist ein wichtiges Podium für zeitgenössische Komponisten und Komponist:innen und für die elektronische Hörmusik, die in ihrer künstlerischen Entwicklung auf die Auseinandersetzung mit der klingenden Umsetzung ihres Schaffens angewiesen sind. 
Die gut besuchten Veranstaltungen zeigen, dass sich der Walcheturm in den vergangenen Jahren als nicht-kommerzielle Institution erfolgreich positionieren konnte. Hier werden Entwicklungen und Projekte eines erweiterten Kunstbegriffes beleuchtet und präsentiert. Und hier wird der Zugang zu einer lebendigen Kultur geschaffen, die sich in den Grenzzonen des Kunstbetriebs befindet. 
Der Kunstraum Walcheturm liegt zentral und nur acht Gehminuten vom Hauptbahnhof entfernt im Zeughausareal an der Kanonengasse. In dem für die Kunstszene heute so wichtigen Kreis 4 ist der Walcheturm Begegnungsort, Raum der künstlerischen Auseinandersetzung mit der Öffentlichkeit und immer auch Anlaufstelle junger Kunstschaffenden für Erfahrungen und technisches Material. 
Die grosszügige Fläche des Kunstraums Walcheturm gliedert sich in einen Ausstellungsraum von 320 m2, einen Veranstaltungsraum von 110 m2 und in einen variablen Projektraum von 70m2 Fläche. Alle Räume verfügen über eine Deckenhöhe von 3,80 m und sind technisch flexibel ausgestattet. 
Dank langjähriger und eingespielter Zusammenarbeit verfügt der Kunstraum Walcheturm über ein vielschichtiges Netz von Partner/innen aus der Kunst, der Technik (Hard- und Software-Entwicklung), aus dem Handwerk und der Wissenschaft und damit über ein breites Know-how und gute preisliche Konditionen. 
Der Kunstraum Walcheturm bietet damit ein nicht vergleichbares Setting im Raum Zürich. Hier werden grössere Neue-Medien-Projekte möglich, die in einem anderen Raum kaum ausführbar wären. Hier findet sich eine der wichtigen Live-Plattformen der Stadt Zürich und Austragungsort für mehrtägige Performance-Festivals.»
(Quelle: http://www.walcheturm.ch/info.php?session=, Zugriff, 12.9.2018) 

Kunstverein Walcheturm:
«Der Kunstverein Walcheturm hat eine lange, wechselvolle Geschichte. Er wurde in den 50er Jahren als »Verein zur Förderung der schönen Künste« mit dem Vereinszweck der Förderung junger Schweizer Kunst und Künstler gegründet. Diesem Zweck ist der Kunstverein Walcheturm über all die Jahre treu geblieben. Finanziert wird der Betrieb zu hundert Prozent durch private Mittel von Gönner:innen und ordentlichen Mitgliedern.
In den letzten Jahren hat sich die Szene zeitgenössischer Kunst entscheidend gewandelt. Dies gilt im besonderen Masse für den Standort Zürich, der sich zur renommierten Kunststadt mit einer florierenden Galerienszene aufgeschwungen hat.
Ein reger Ausstellungsbetrieb kann indessen das Bedürfnis nach unabhängigen, gleichzeitig aber anspruchsvollen Experimentierfeldern nicht ersetzen; ganz im Gegenteil. Dieses Bedürfnis die Neuausrichtung seit 2002 als »Kunstraum Walcheturm« abdecken. Der »Galerienbetrieb« wurde in einen unabhängigen Kunstraum unter der Leitung von Patrick Huber umgewandelt.
Als kleine, unkomplizierte Institution schafft er eine Plattform für Künstler:innen aller Sparten. Er unterstützt neue Denk-und Sichtweisen und ist ein Forum für Ideen mit Sprengkraft. Er verfügt über eine einmalige Struktur: als idealistischer Förderverein unterstützt er den Betrieb eines lebendigen Ausstellungsortes und hilft ungesicherte Positionen konkurrenzfähig und nachhaltig wirksam zu machen. Dank der Weitsicht seiner Mitglieder und Gönner_innen kann sich der Kunstverein Walcheturm auf Abenteuer einlassen.»
(Quelle: http://walcheturm.ch/info.php?viewdetail=17, Zugriff vom 19.01.2019)",,"«Konzerte
Vorschläge für Konzerte können an info(AT)walcheturm.ch eingereicht werden. Wir bitten jedoch um Verständnis, dass nicht jede
Anfrage beantwortet und dass unaufgefordert eingesandtes Material nicht zurückgeschickt werden kann.
Konzert Anfragen mindestens 8 Wochen vor Veranstaltung mit Angaben des Programms und der
Musiker wie auch einen Text.
Der Kunstraum Walcheturm verfügt nicht über einen eigenen Flügel.»
(Quelle: http://walcheturm.ch/info.php?viewdetail=27, Zugriff vom 30.01.2019)","«Der Kunstraum Walcheturm offeriert dank seiner technischen Möglichkeiten und der grosszügigen Räumlichkeiten ein Kunst- und Medienforum für Kunstschaffende aus dem In- und Ausland. Er hat sich als Freiraum und Laboratorium experimenteller, transdisziplinärer, zukunftsorientierter Entwick-lungen und Projekte ein eigenes Profil gegeben. Die Besonderheit des Programms besteht im speziel-len Crossover der Gattungen, zu dem u.a. Film, Soundkunst, Neue Musik mit Computer und New Media-Tools in räumlichen Inszenierungen von hoher Qualität vereint werden.»
(Quelle: Jurybericht der Eidgenössischen Kunstraumpreise 2009, S. 2-3)",,,,"«Öffnungszeiten während Ausstellungen:
Mittwoch - Freitag, 14h-18h // Samstag, 14h-17h
Büro: Dienstag - Freitag.: 10h-18h»
(Quelle: http://walcheturm.ch/info.php?session=, Zugriff vom 30.01.2019)",,,,http://www.walcheturm.ch,"SIK-ISEA-Kunstarchiv, Zürich, Register ""ZÜRICH Kunsthaus 1980 – ZÜRICH Museen P"", Folder ""Kunstraum Walcheturm""

SIK-ISEA-Kunstarchiv, Zürich, Register ""Zürcher Galerien P – Galerien U"", Folder: ""Walcheturm, Galerie, Zürich"", Subfolder ""Jahresprogramme""; Subfolder ""Presse""",2002-01-01,0,,0,ZH,0,0,0,0,0,0,0
